notification.year,notification.month,notification.hr,exam.result,testperhr
2013,1,TOCANTINS,non falciparum,27
2013,1,TOCANTINS,vivax,72
2013,1,XINGU,F+FG,13
2013,1,XINGU,FG,1
2013,1,XINGU,V+FG,2
2013,1,XINGU,falciparum,56
2013,1,XINGU,malariae,1
2013,1,XINGU,negative,6095
2013,1,XINGU,non falciparum,41
2013,1,XINGU,vivax,325
2013,2,ARAGUAIA,falciparum,1
2013,2,ARAGUAIA,negative,378
2013,2,ARAGUAIA,vivax,24
2013,2,BAIXO AMAZONAS,F+FG,5
2013,2,BAIXO AMAZONAS,F+V,5
2013,2,BAIXO AMAZONAS,FG,5
2013,2,BAIXO AMAZONAS,V+FG,1
2013,2,BAIXO AMAZONAS,falciparum,18
2013,2,BAIXO AMAZONAS,negative,3151
2013,2,BAIXO AMAZONAS,vivax,133
2013,2,CARAJAS,F+V,2
2013,2,CARAJAS,falciparum,3
2013,2,CARAJAS,negative,534
2013,2,CARAJAS,vivax,29
2013,2,LAGO DE TUCURUI,F+FG,4
2013,2,LAGO DE TUCURUI,FG,2
2013,2,LAGO DE TUCURUI,falciparum,15
2013,2,LAGO DE TUCURUI,negative,1526
2013,2,LAGO DE TUCURUI,non falciparum,1
2013,2,LAGO DE TUCURUI,vivax,199
2013,2,MARAJO I,F+FG,5
2013,2,MARAJO I,F+V,2
2013,2,MARAJO I,falciparum,34
2013,2,MARAJO I,negative,739
2013,2,MARAJO I,vivax,128
2013,2,MARAJO II,F+FG,3
2013,2,MARAJO II,F+V,14
2013,2,MARAJO II,V+FG,2
2013,2,MARAJO II,falciparum,46
2013,2,MARAJO II,negative,4662
2013,2,MARAJO II,non falciparum,105
2013,2,MARAJO II,vivax,467
2013,2,METROPOLITANA I,F+FG,2
2013,2,METROPOLITANA I,F+V,4
2013,2,METROPOLITANA I,FG,1
2013,2,METROPOLITANA I,falciparum,5
2013,2,METROPOLITANA I,negative,2882
2013,2,METROPOLITANA I,vivax,29
2013,2,METROPOLITANA II,negative,218
2013,2,METROPOLITANA II,vivax,29
2013,2,METROPOLITANA III,FG,1
2013,2,METROPOLITANA III,V+FG,1
2013,2,METROPOLITANA III,negative,699
2013,2,METROPOLITANA III,non falciparum,2
2013,2,METROPOLITANA III,vivax,44
2013,2,RIO CAETES,falciparum,1
2013,2,RIO CAETES,negative,354
2013,2,RIO CAETES,vivax,2
2013,2,TAPAJOS,F+FG,44
2013,2,TAPAJOS,F+M,2
2013,2,TAPAJOS,F+V,99
2013,2,TAPAJOS,FG,7
2013,2,TAPAJOS,V+FG,7
2013,2,TAPAJOS,falciparum,374
2013,2,TAPAJOS,malariae,1
2013,2,TAPAJOS,negative,4480
2013,2,TAPAJOS,non falciparum,6
2013,2,TAPAJOS,vivax,1138
2013,2,TOCANTINS,F+FG,1
2013,2,TOCANTINS,F+V,1
2013,2,TOCANTINS,falciparum,1
2013,2,TOCANTINS,negative,1007
2013,2,TOCANTINS,non falciparum,37
2013,2,TOCANTINS,vivax,68
2013,2,XINGU,F+FG,2
2013,2,XINGU,F+V,1
2013,2,XINGU,FG,2
2013,2,XINGU,falciparum,23
2013,2,XINGU,negative,5995
2013,2,XINGU,non falciparum,19
2013,2,XINGU,vivax,201
2013,3,ARAGUAIA,negative,764
2013,3,ARAGUAIA,vivax,19
2013,3,BAIXO AMAZONAS,F+FG,3
2013,3,BAIXO AMAZONAS,FG,2
2013,3,BAIXO AMAZONAS,falciparum,15
2013,3,BAIXO AMAZONAS,negative,2548
2013,3,BAIXO AMAZONAS,vivax,125
2013,3,CARAJAS,F+FG,1
2013,3,CARAJAS,FG,1
2013,3,CARAJAS,negative,505
2013,3,CARAJAS,vivax,12
2013,3,LAGO DE TUCURUI,F+FG,3
2013,3,LAGO DE TUCURUI,FG,1
2013,3,LAGO DE TUCURUI,falciparum,2
2013,3,LAGO DE TUCURUI,negative,1331
2013,3,LAGO DE TUCURUI,vivax,115
2013,3,MARAJO I,F+FG,2
2013,3,MARAJO I,falciparum,15
2013,3,MARAJO I,negative,690
2013,3,MARAJO I,vivax,115
2013,3,MARAJO II,F+FG,4
2013,3,MARAJO II,F+V,17
2013,3,MARAJO II,FG,1
2013,3,MARAJO II,falciparum,36
2013,3,MARAJO II,negative,6651
2013,3,MARAJO II,non falciparum,127
2013,3,MARAJO II,vivax,350
2013,3,METROPOLITANA I,F+V,2
2013,3,METROPOLITANA I,FG,1
2013,3,METROPOLITANA I,falciparum,2
2013,3,METROPOLITANA I,negative,3766
2013,3,METROPOLITANA I,vivax,21
2013,3,METROPOLITANA II,negative,375
2013,3,METROPOLITANA II,non falciparum,18
2013,3,METROPOLITANA II,vivax,35
2013,3,METROPOLITANA III,F+FG,1
2013,3,METROPOLITANA III,falciparum,3
2013,3,METROPOLITANA III,negative,893
2013,3,METROPOLITANA III,non falciparum,3
2013,3,METROPOLITANA III,vivax,48
2013,3,RIO CAETES,F+V,1
2013,3,RIO CAETES,negative,441
2013,3,RIO CAETES,vivax,3
2013,3,TAPAJOS,F+FG,21
2013,3,TAPAJOS,F+V,67
2013,3,TAPAJOS,FG,3
2013,3,TAPAJOS,V+FG,6
2013,3,TAPAJOS,falciparum,258
2013,3,TAPAJOS,negative,5068
2013,3,TAPAJOS,non falciparum,15
2013,3,TAPAJOS,vivax,1030
2013,3,TOCANTINS,falciparum,1
2013,3,TOCANTINS,negative,1457
2013,3,TOCANTINS,non falciparum,33
2013,3,TOCANTINS,vivax,41
2013,3,XINGU,F+FG,3
2013,3,XINGU,V+FG,1
2013,3,XINGU,falciparum,9
2013,3,XINGU,negative,6405
2013,3,XINGU,non falciparum,32
2013,3,XINGU,vivax,130
2013,4,ARAGUAIA,F+V,2
2013,4,ARAGUAIA,negative,535
2013,4,ARAGUAIA,vivax,15
2013,4,BAIXO AMAZONAS,F+FG,3
2013,4,BAIXO AMAZONAS,F+M,1
2013,4,BAIXO AMAZONAS,F+V,7
2013,4,BAIXO AMAZONAS,FG,7
2013,4,BAIXO AMAZONAS,falciparum,11
2013,4,BAIXO AMAZONAS,negative,2892
2013,4,BAIXO AMAZONAS,vivax,123
2013,4,CARAJAS,falciparum,5
2013,4,CARAJAS,negative,695
2013,4,CARAJAS,vivax,15
2013,4,LAGO DE TUCURUI,F+FG,1
2013,4,LAGO DE TUCURUI,F+V,1
2013,4,LAGO DE TUCURUI,FG,1
2013,4,LAGO DE TUCURUI,falciparum,4
2013,4,LAGO DE TUCURUI,negative,1850
2013,4,LAGO DE TUCURUI,non falciparum,2
2013,4,LAGO DE TUCURUI,vivax,92
2013,4,MARAJO I,F+FG,1
2013,4,MARAJO I,F+V,3
2013,4,MARAJO I,FG,1
2013,4,MARAJO I,falciparum,9
2013,4,MARAJO I,negative,951
2013,4,MARAJO I,vivax,74
2013,4,MARAJO II,F+FG,2
2013,4,MARAJO II,F+V,14
2013,4,MARAJO II,falciparum,37
2013,4,MARAJO II,negative,7437
2013,4,MARAJO II,non falciparum,99
2013,4,MARAJO II,vivax,403
2013,4,METROPOLITANA I,V+FG,1
2013,4,METROPOLITANA I,falciparum,4
2013,4,METROPOLITANA I,negative,5877
2013,4,METROPOLITANA I,vivax,131
2013,4,METROPOLITANA II,negative,537
2013,4,METROPOLITANA II,non falciparum,27
2013,4,METROPOLITANA II,vivax,37
2013,4,METROPOLITANA III,negative,1504
2013,4,METROPOLITANA III,non falciparum,3
2013,4,METROPOLITANA III,vivax,64
2013,4,RIO CAETES,falciparum,1
2013,4,RIO CAETES,negative,846
2013,4,RIO CAETES,vivax,6
2013,4,TAPAJOS,F+FG,30
2013,4,TAPAJOS,F+V,101
2013,4,TAPAJOS,FG,12
2013,4,TAPAJOS,V+FG,4
2013,4,TAPAJOS,falciparum,279
2013,4,TAPAJOS,malariae,1
2013,4,TAPAJOS,negative,5108
2013,4,TAPAJOS,non falciparum,31
2013,4,TAPAJOS,vivax,1018
2013,4,TOCANTINS,F+FG,1
2013,4,TOCANTINS,negative,1582
2013,4,TOCANTINS,non falciparum,16
2013,4,TOCANTINS,vivax,57
2013,4,XINGU,F+FG,3
2013,4,XINGU,FG,1
2013,4,XINGU,falciparum,7
2013,4,XINGU,negative,7050
2013,4,XINGU,non falciparum,13
2013,4,XINGU,vivax,130
2013,5,ARAGUAIA,F+V,1
2013,5,ARAGUAIA,negative,302
2013,5,ARAGUAIA,vivax,10
2013,5,BAIXO AMAZONAS,F+FG,1
2013,5,BAIXO AMAZONAS,F+V,1
2013,5,BAIXO AMAZONAS,V+FG,1
2013,5,BAIXO AMAZONAS,falciparum,10
2013,5,BAIXO AMAZONAS,negative,2634
2013,5,BAIXO AMAZONAS,vivax,101
2013,5,CARAJAS,falciparum,2
2013,5,CARAJAS,negative,406
2013,5,CARAJAS,vivax,13
2013,5,LAGO DE TUCURUI,F+FG,4
2013,5,LAGO DE TUCURUI,F+V,3
2013,5,LAGO DE TUCURUI,falciparum,2
2013,5,LAGO DE TUCURUI,negative,1431
2013,5,LAGO DE TUCURUI,vivax,67
2013,5,MARAJO I,F+FG,4
2013,5,MARAJO I,falciparum,4
2013,5,MARAJO I,negative,694
2013,5,MARAJO I,vivax,115
2013,5,MARAJO II,F+FG,2
2013,5,MARAJO II,F+V,5
2013,5,MARAJO II,V+FG,1
2013,5,MARAJO II,falciparum,27
2013,5,MARAJO II,negative,5454
2013,5,MARAJO II,non falciparum,85
2013,5,MARAJO II,vivax,393
2013,5,METROPOLITANA I,F+FG,2
2013,5,METROPOLITANA I,falciparum,2
2013,5,METROPOLITANA I,negative,4562
2013,5,METROPOLITANA I,vivax,32
2013,5,METROPOLITANA II,negative,304
2013,5,METROPOLITANA II,non falciparum,8
2013,5,METROPOLITANA II,vivax,9
2013,5,METROPOLITANA III,falciparum,2
2013,5,METROPOLITANA III,negative,1341
2013,5,METROPOLITANA III,non falciparum,1
2013,5,METROPOLITANA III,vivax,51
2013,5,RIO CAETES,F+FG,1
2013,5,RIO CAETES,falciparum,2
2013,5,RIO CAETES,negative,574
2013,5,RIO CAETES,vivax,3
2013,5,TAPAJOS,F+FG,22
2013,5,TAPAJOS,F+M,1
2013,5,TAPAJOS,F+V,63
2013,5,TAPAJOS,FG,5
2013,5,TAPAJOS,V+FG,4
2013,5,TAPAJOS,falciparum,285
2013,5,TAPAJOS,malariae,1
2013,5,TAPAJOS,negative,4533
2013,5,TAPAJOS,non falciparum,9
2013,5,TAPAJOS,vivax,1013
2013,5,TOCANTINS,F+V,1
2013,5,TOCANTINS,negative,990
2013,5,TOCANTINS,non falciparum,3
2013,5,TOCANTINS,vivax,77
2013,5,XINGU,FG,1
2013,5,XINGU,falciparum,8
2013,5,XINGU,negative,7696
2013,5,XINGU,non falciparum,3
2013,5,XINGU,vivax,93
2013,6,ARAGUAIA,negative,287
2013,6,ARAGUAIA,vivax,6
2013,6,BAIXO AMAZONAS,F+FG,6
2013,6,BAIXO AMAZONAS,F+V,2
2013,6,BAIXO AMAZONAS,FG,3
2013,6,BAIXO AMAZONAS,V+FG,1
2013,6,BAIXO AMAZONAS,falciparum,2
2013,6,BAIXO AMAZONAS,negative,2404
2013,6,BAIXO AMAZONAS,vivax,74
2013,6,CARAJAS,F+FG,1
2013,6,CARAJAS,negative,470
2013,6,CARAJAS,vivax,12
2013,6,LAGO DE TUCURUI,falciparum,1
2013,6,LAGO DE TUCURUI,negative,935
2013,6,LAGO DE TUCURUI,vivax,74
2013,6,MARAJO I,F+FG,2
2013,6,MARAJO I,falciparum,4
2013,6,MARAJO I,negative,386
2013,6,MARAJO I,vivax,68
2013,6,MARAJO II,F+FG,1
2013,6,MARAJO II,F+V,5
2013,6,MARAJO II,falciparum,21
2013,6,MARAJO II,negative,3062
2013,6,MARAJO II,non falciparum,105
2013,6,MARAJO II,vivax,310
2013,6,METROPOLITANA I,F+FG,2
2013,6,METROPOLITANA I,falciparum,2
2013,6,METROPOLITANA I,negative,3627
2013,6,METROPOLITANA I,vivax,25
2013,6,METROPOLITANA II,negative,348
2013,6,METROPOLITANA II,non falciparum,11
2013,6,METROPOLITANA II,vivax,16
2013,6,METROPOLITANA III,negative,832
2013,6,METROPOLITANA III,vivax,29
2013,6,RIO CAETES,negative,258
2013,6,RIO CAETES,vivax,3
2013,6,TAPAJOS,F+FG,14
2013,6,TAPAJOS,F+V,48
2013,6,TAPAJOS,V+FG,3
2013,6,TAPAJOS,falciparum,227
2013,6,TAPAJOS,malariae,2
2013,6,TAPAJOS,negative,3793
2013,6,TAPAJOS,non falciparum,12
2013,6,TAPAJOS,vivax,886
2013,6,TOCANTINS,negative,538
2013,6,TOCANTINS,vivax,51
2013,6,XINGU,negative,5502
2013,6,XINGU,non falciparum,7
2013,6,XINGU,vivax,82
2013,7,ARAGUAIA,falciparum,1
2013,7,ARAGUAIA,negative,210
2013,7,ARAGUAIA,vivax,3
2013,7,BAIXO AMAZONAS,F+FG,1
2013,7,BAIXO AMAZONAS,FG,1
2013,7,BAIXO AMAZONAS,V+FG,1
2013,7,BAIXO AMAZONAS,falciparum,15
2013,7,BAIXO AMAZONAS,negative,2742
2013,7,BAIXO AMAZONAS,vivax,94
2013,7,CARAJAS,F+FG,1
2013,7,CARAJAS,falciparum,8
2013,7,CARAJAS,negative,280
2013,7,CARAJAS,vivax,15
2013,7,LAGO DE TUCURUI,falciparum,10
2013,7,LAGO DE TUCURUI,negative,1072
2013,7,LAGO DE TUCURUI,vivax,68
2013,7,MARAJO I,F+FG,1
2013,7,MARAJO I,FG,1
2013,7,MARAJO I,falciparum,18
2013,7,MARAJO I,negative,459
2013,7,MARAJO I,vivax,87
2013,7,MARAJO II,F+FG,6
2013,7,MARAJO II,F+V,14
2013,7,MARAJO II,FG,1
2013,7,MARAJO II,V+FG,1
2013,7,MARAJO II,falciparum,52
2013,7,MARAJO II,negative,4001
2013,7,MARAJO II,non falciparum,132
2013,7,MARAJO II,vivax,305
2013,7,METROPOLITANA I,F+V,1
2013,7,METROPOLITANA I,falciparum,3
2013,7,METROPOLITANA I,negative,2297
2013,7,METROPOLITANA I,vivax,33
2013,7,METROPOLITANA II,falciparum,1
2013,7,METROPOLITANA II,negative,181
2013,7,METROPOLITANA II,non falciparum,5
2013,7,METROPOLITANA II,vivax,4
2013,7,METROPOLITANA III,negative,689
2013,7,METROPOLITANA III,non falciparum,2
2013,7,METROPOLITANA III,vivax,41
2013,7,RIO CAETES,falciparum,1
2013,7,RIO CAETES,negative,235
2013,7,RIO CAETES,vivax,4
2013,7,TAPAJOS,F+FG,38
2013,7,TAPAJOS,F+V,62
2013,7,TAPAJOS,FG,6
2013,7,TAPAJOS,V+FG,11
2013,7,TAPAJOS,falciparum,316
2013,7,TAPAJOS,negative,5287
2013,7,TAPAJOS,non falciparum,20
2013,7,TAPAJOS,vivax,939
2013,7,TOCANTINS,negative,493
2013,7,TOCANTINS,non falciparum,5
2013,7,TOCANTINS,vivax,16
2013,7,XINGU,V+FG,1
2013,7,XINGU,falciparum,4
2013,7,XINGU,negative,6658
2013,7,XINGU,non falciparum,8
2013,7,XINGU,vivax,87
2013,8,ARAGUAIA,negative,237
2013,8,ARAGUAIA,vivax,2
2013,8,BAIXO AMAZONAS,F+FG,3
2013,8,BAIXO AMAZONAS,F+V,1
2013,8,BAIXO AMAZONAS,falciparum,10
2013,8,BAIXO AMAZONAS,negative,2363
2013,8,BAIXO AMAZONAS,non falciparum,2
2013,8,BAIXO AMAZONAS,vivax,104
2013,8,CARAJAS,negative,188
2013,8,CARAJAS,vivax,11
2013,8,LAGO DE TUCURUI,F+FG,1
2013,8,LAGO DE TUCURUI,F+V,1
2013,8,LAGO DE TUCURUI,falciparum,6
2013,8,LAGO DE TUCURUI,negative,906
2013,8,LAGO DE TUCURUI,vivax,55
2013,8,MARAJO I,F+FG,1
2013,8,MARAJO I,falciparum,10
2013,8,MARAJO I,negative,340
2013,8,MARAJO I,vivax,78
2013,8,MARAJO II,F+FG,2
2013,8,MARAJO II,F+V,5
2013,8,MARAJO II,falciparum,37
2013,8,MARAJO II,negative,3244
2013,8,MARAJO II,non falciparum,113
2013,8,MARAJO II,vivax,295
2013,8,METROPOLITANA I,F+FG,1
2013,8,METROPOLITANA I,F+V,1
2013,8,METROPOLITANA I,falciparum,3
2013,8,METROPOLITANA I,negative,2653
2013,8,METROPOLITANA I,vivax,27
2013,8,METROPOLITANA II,F+FG,1
2013,8,METROPOLITANA II,FG,1
2013,8,METROPOLITANA II,negative,154
2013,8,METROPOLITANA II,non falciparum,5
2013,8,METROPOLITANA II,vivax,7
2013,8,METROPOLITANA III,negative,455
2013,8,METROPOLITANA III,vivax,26
2013,8,RIO CAETES,falciparum,2
2013,8,RIO CAETES,negative,250
2013,8,RIO CAETES,vivax,2
2013,8,TAPAJOS,F+FG,32
2013,8,TAPAJOS,F+M,1
2013,8,TAPAJOS,F+V,70
2013,8,TAPAJOS,FG,11
2013,8,TAPAJOS,V+FG,3
2013,8,TAPAJOS,falciparum,258
2013,8,TAPAJOS,malariae,1
2013,8,TAPAJOS,negative,5422
2013,8,TAPAJOS,non falciparum,23
2013,8,TAPAJOS,vivax,790
2013,8,TOCANTINS,negative,575
2013,8,TOCANTINS,non falciparum,6
2013,8,TOCANTINS,vivax,7
2013,8,XINGU,falciparum,2
2013,8,XINGU,negative,7391
2013,8,XINGU,non falciparum,5
2013,8,XINGU,vivax,73
2013,9,ARAGUAIA,F+V,2
2013,9,ARAGUAIA,negative,272
2013,9,ARAGUAIA,vivax,5
2013,9,BAIXO AMAZONAS,F+FG,2
2013,9,BAIXO AMAZONAS,F+V,4
2013,9,BAIXO AMAZONAS,FG,3
2013,9,BAIXO AMAZONAS,V+FG,1
2013,9,BAIXO AMAZONAS,falciparum,8
2013,9,BAIXO AMAZONAS,negative,2272
2013,9,BAIXO AMAZONAS,vivax,91
2013,9,CARAJAS,F+FG,1
2013,9,CARAJAS,falciparum,5
2013,9,CARAJAS,negative,185
2013,9,CARAJAS,vivax,10
2013,9,LAGO DE TUCURUI,F+FG,5
2013,9,LAGO DE TUCURUI,F+V,1
2013,9,LAGO DE TUCURUI,falciparum,21
2013,9,LAGO DE TUCURUI,negative,835
2013,9,LAGO DE TUCURUI,vivax,38
2013,9,MARAJO I,F+FG,1
2013,9,MARAJO I,falciparum,5
2013,9,MARAJO I,negative,293
2013,9,MARAJO I,vivax,57
2013,9,MARAJO II,F+FG,3
2013,9,MARAJO II,F+V,7
2013,9,MARAJO II,FG,1
2013,9,MARAJO II,falciparum,19
2013,9,MARAJO II,negative,3109
2013,9,MARAJO II,non falciparum,69
2013,9,MARAJO II,vivax,264
2013,9,METROPOLITANA I,FG,1
2013,9,METROPOLITANA I,falciparum,1
2013,9,METROPOLITANA I,negative,2610
2013,9,METROPOLITANA I,vivax,16
2013,9,METROPOLITANA II,negative,178
2013,9,METROPOLITANA II,non falciparum,5
2013,9,METROPOLITANA II,vivax,7
2013,9,METROPOLITANA III,falciparum,1
2013,9,METROPOLITANA III,negative,448
2013,9,METROPOLITANA III,vivax,20
2013,9,RIO CAETES,negative,359
2013,9,RIO CAETES,vivax,3
2013,9,TAPAJOS,F+FG,27
2013,9,TAPAJOS,F+M,2
2013,9,TAPAJOS,F+V,42
2013,9,TAPAJOS,FG,10
2013,9,TAPAJOS,V+FG,6
2013,9,TAPAJOS,falciparum,327
2013,9,TAPAJOS,negative,3994
2013,9,TAPAJOS,non falciparum,29
2013,9,TAPAJOS,vivax,910
2013,9,TOCANTINS,negative,372
2013,9,TOCANTINS,non falciparum,5
2013,9,TOCANTINS,vivax,7
2013,9,XINGU,F+FG,1
2013,9,XINGU,falciparum,6
2013,9,XINGU,negative,8263
2013,9,XINGU,non falciparum,3
2013,9,XINGU,vivax,68
2013,10,ARAGUAIA,negative,302
2013,10,ARAGUAIA,vivax,10
2013,10,BAIXO AMAZONAS,F+FG,3
2013,10,BAIXO AMAZONAS,F+V,1
2013,10,BAIXO AMAZONAS,falciparum,7
2013,10,BAIXO AMAZONAS,negative,2744
2013,10,BAIXO AMAZONAS,vivax,56
2013,10,CARAJAS,F+V,1
2013,10,CARAJAS,falciparum,1
2013,10,CARAJAS,negative,199
2013,10,CARAJAS,vivax,7
2013,10,LAGO DE TUCURUI,V+FG,2
2013,10,LAGO DE TUCURUI,falciparum,6
2013,10,LAGO DE TUCURUI,negative,1112
2013,10,LAGO DE TUCURUI,vivax,44
2013,10,MARAJO I,falciparum,5
2013,10,MARAJO I,negative,301
2013,10,MARAJO I,vivax,67
2013,10,MARAJO II,F+FG,1
2013,10,MARAJO II,F+V,5
2013,10,MARAJO II,falciparum,33
2013,10,MARAJO II,negative,2920
2013,10,MARAJO II,non falciparum,87
2013,10,MARAJO II,vivax,195
2013,10,METROPOLITANA I,F+V,1
2013,10,METROPOLITANA I,falciparum,1
2013,10,METROPOLITANA I,negative,2605
2013,10,METROPOLITANA I,vivax,26
2013,10,METROPOLITANA II,negative,134
2013,10,METROPOLITANA II,non falciparum,4
2013,10,METROPOLITANA II,vivax,1
2013,10,METROPOLITANA III,negative,355
2013,10,METROPOLITANA III,non falciparum,1
2013,10,METROPOLITANA III,vivax,19
2013,10,RIO CAETES,negative,260
2013,10,RIO CAETES,vivax,4
2013,10,TAPAJOS,F+FG,26
2013,10,TAPAJOS,F+M,1
2013,10,TAPAJOS,F+V,69
2013,10,TAPAJOS,FG,9
2013,10,TAPAJOS,V+FG,5
2013,10,TAPAJOS,falciparum,344
2013,10,TAPAJOS,malariae,1
2013,10,TAPAJOS,negative,4464
2013,10,TAPAJOS,non falciparum,60
2013,10,TAPAJOS,vivax,877
2013,10,TOCANTINS,negative,363
2013,10,TOCANTINS,non falciparum,4
2013,10,TOCANTINS,vivax,7
2013,10,XINGU,falciparum,2
2013,10,XINGU,negative,6148
2013,10,XINGU,vivax,49
2013,11,ARAGUAIA,negative,438
2013,11,ARAGUAIA,vivax,11
2013,11,BAIXO AMAZONAS,falciparum,3
2013,11,BAIXO AMAZONAS,negative,1869
2013,11,BAIXO AMAZONAS,vivax,49
2013,11,CARAJAS,negative,280
2013,11,CARAJAS,vivax,10
2013,11,LAGO DE TUCURUI,F+FG,1
2013,11,LAGO DE TUCURUI,falciparum,2
2013,11,LAGO DE TUCURUI,negative,645
2013,11,LAGO DE TUCURUI,vivax,32
2013,11,MARAJO I,F+FG,2
2013,11,MARAJO I,falciparum,11
2013,11,MARAJO I,negative,257
2013,11,MARAJO I,vivax,52
2013,11,MARAJO II,F+M,1
2013,11,MARAJO II,F+V,5
2013,11,MARAJO II,falciparum,23
2013,11,MARAJO II,negative,2768
2013,11,MARAJO II,non falciparum,68
2013,11,MARAJO II,vivax,176
2013,11,METROPOLITANA I,falciparum,1
2013,11,METROPOLITANA I,negative,2422
2013,11,METROPOLITANA I,vivax,16
2013,11,METROPOLITANA II,negative,179
2013,11,METROPOLITANA II,non falciparum,2
2013,11,METROPOLITANA II,vivax,3
2013,11,METROPOLITANA III,negative,362
2013,11,METROPOLITANA III,vivax,4
2013,11,RIO CAETES,negative,223
2013,11,RIO CAETES,vivax,8
2013,11,TAPAJOS,F+FG,33
2013,11,TAPAJOS,F+V,33
2013,11,TAPAJOS,FG,5
2013,11,TAPAJOS,V+FG,1
2013,11,TAPAJOS,falciparum,272
2013,11,TAPAJOS,malariae,1
2013,11,TAPAJOS,negative,3656
2013,11,TAPAJOS,non falciparum,17
2013,11,TAPAJOS,vivax,783
2013,11,TOCANTINS,negative,483
2013,11,TOCANTINS,vivax,7
2013,11,XINGU,F+V,1
2013,11,XINGU,falciparum,4
2013,11,XINGU,negative,3311
2013,11,XINGU,non falciparum,4
2013,11,XINGU,vivax,48
2013,12,ARAGUAIA,negative,220
2013,12,ARAGUAIA,non falciparum,1
2013,12,ARAGUAIA,vivax,3
2013,12,BAIXO AMAZONAS,falciparum,4
2013,12,BAIXO AMAZONAS,negative,1554
2013,12,BAIXO AMAZONAS,vivax,41
2013,12,CARAJAS,negative,129
2013,12,CARAJAS,vivax,6
2013,12,LAGO DE TUCURUI,falciparum,2
2013,12,LAGO DE TUCURUI,negative,482
2013,12,LAGO DE TUCURUI,vivax,40
2013,12,MARAJO I,falciparum,2
2013,12,MARAJO I,negative,200
2013,12,MARAJO I,vivax,33
2013,12,MARAJO II,F+V,10
2013,12,MARAJO II,falciparum,31
2013,12,MARAJO II,negative,3140
2013,12,MARAJO II,non falciparum,70
2013,12,MARAJO II,vivax,141
2013,12,METROPOLITANA I,F+V,1
2013,12,METROPOLITANA I,negative,2349
2013,12,METROPOLITANA I,vivax,21
2013,12,METROPOLITANA II,negative,108
2013,12,METROPOLITANA II,non falciparum,2
2013,12,METROPOLITANA II,vivax,2
2013,12,METROPOLITANA III,negative,264
2013,12,METROPOLITANA III,vivax,4
2013,12,RIO CAETES,negative,168
2013,12,TAPAJOS,F+FG,14
2013,12,TAPAJOS,F+V,29
2013,12,TAPAJOS,FG,1
2013,12,TAPAJOS,V+FG,2
2013,12,TAPAJOS,falciparum,218
2013,12,TAPAJOS,malariae,1
2013,12,TAPAJOS,negative,2499
2013,12,TAPAJOS,non falciparum,21
2013,12,TAPAJOS,vivax,648
2013,12,TOCANTINS,negative,259
2013,12,TOCANTINS,vivax,1
2013,12,XINGU,falciparum,8
2013,12,XINGU,negative,2469
2013,12,XINGU,non falciparum,9
2013,12,XINGU,vivax,34
2014,1,ARAGUAIA,falciparum,1
2014,1,ARAGUAIA,negative,421
2014,1,ARAGUAIA,vivax,14
2014,1,BAIXO AMAZONAS,F+FG,4
2014,1,BAIXO AMAZONAS,FG,3
2014,1,BAIXO AMAZONAS,V+FG,1
2014,1,BAIXO AMAZONAS,falciparum,8
2014,1,BAIXO AMAZONAS,negative,1366
2014,1,BAIXO AMAZONAS,vivax,76
2014,1,CARAJAS,F+V,1
2014,1,CARAJAS,negative,239
2014,1,CARAJAS,vivax,15
2014,1,LAGO DE TUCURUI,falciparum,3
2014,1,LAGO DE TUCURUI,negative,809
2014,1,LAGO DE TUCURUI,vivax,48
2014,1,MARAJO I,FG,1
2014,1,MARAJO I,falciparum,3
2014,1,MARAJO I,negative,246
2014,1,MARAJO I,vivax,35
2014,1,MARAJO II,F+V,7
2014,1,MARAJO II,FG,1
2014,1,MARAJO II,V+FG,1
2014,1,MARAJO II,falciparum,31
2014,1,MARAJO II,negative,3191
2014,1,MARAJO II,non falciparum,90
2014,1,MARAJO II,vivax,143
2014,1,METROPOLITANA I,falciparum,2
2014,1,METROPOLITANA I,negative,3534
2014,1,METROPOLITANA I,vivax,13
2014,1,METROPOLITANA II,falciparum,2
2014,1,METROPOLITANA II,negative,123
2014,1,METROPOLITANA II,non falciparum,1
2014,1,METROPOLITANA II,vivax,6
2014,1,METROPOLITANA III,F+FG,1
2014,1,METROPOLITANA III,negative,415
2014,1,METROPOLITANA III,vivax,10
2014,1,RIO CAETES,negative,235
2014,1,RIO CAETES,vivax,1
2014,1,TAPAJOS,F+FG,16
2014,1,TAPAJOS,F+V,26
2014,1,TAPAJOS,FG,9
2014,1,TAPAJOS,V+FG,3
2014,1,TAPAJOS,falciparum,235
2014,1,TAPAJOS,malariae,1
2014,1,TAPAJOS,negative,3895
2014,1,TAPAJOS,non falciparum,13
2014,1,TAPAJOS,vivax,615
2014,1,TOCANTINS,negative,340
2014,1,TOCANTINS,vivax,12
2014,1,XINGU,F+FG,2
2014,1,XINGU,falciparum,8
2014,1,XINGU,negative,5616
2014,1,XINGU,non falciparum,4
2014,1,XINGU,vivax,135
2014,2,ARAGUAIA,falciparum,1
2014,2,ARAGUAIA,negative,455
2014,2,ARAGUAIA,vivax,45
2014,2,BAIXO AMAZONAS,F+FG,4
2014,2,BAIXO AMAZONAS,F+V,4
2014,2,BAIXO AMAZONAS,falciparum,5
2014,2,BAIXO AMAZONAS,negative,1236
