notification.year,notification.month,notification.hr,exam.result,testperhr
2011,2,TOCANTINS,F+FG,6
2011,2,TOCANTINS,F+M,1
2011,2,TOCANTINS,F+V,7
2011,2,TOCANTINS,FG,2
2011,2,TOCANTINS,V+FG,3
2011,2,TOCANTINS,falciparum,61
2011,2,TOCANTINS,negative,3551
2011,2,TOCANTINS,vivax,1400
2011,2,XINGU,F+FG,8
2011,2,XINGU,F+V,3
2011,2,XINGU,FG,1
2011,2,XINGU,V+FG,5
2011,2,XINGU,falciparum,70
2011,2,XINGU,negative,5253
2011,2,XINGU,vivax,1096
2011,3,ARAGUAIA,negative,383
2011,3,ARAGUAIA,vivax,6
2011,3,BAIXO AMAZONAS,F+FG,9
2011,3,BAIXO AMAZONAS,F+V,2
2011,3,BAIXO AMAZONAS,FG,2
2011,3,BAIXO AMAZONAS,V+FG,1
2011,3,BAIXO AMAZONAS,falciparum,30
2011,3,BAIXO AMAZONAS,negative,2428
2011,3,BAIXO AMAZONAS,non falciparum,10
2011,3,BAIXO AMAZONAS,vivax,137
2011,3,CARAJAS,F+FG,1
2011,3,CARAJAS,F+V,5
2011,3,CARAJAS,FG,1
2011,3,CARAJAS,falciparum,2
2011,3,CARAJAS,negative,1110
2011,3,CARAJAS,vivax,154
2011,3,LAGO DE TUCURUI,F+FG,6
2011,3,LAGO DE TUCURUI,F+M,1
2011,3,LAGO DE TUCURUI,F+V,3
2011,3,LAGO DE TUCURUI,falciparum,55
2011,3,LAGO DE TUCURUI,negative,3051
2011,3,LAGO DE TUCURUI,vivax,536
2011,3,MARAJO I,F+V,2
2011,3,MARAJO I,falciparum,16
2011,3,MARAJO I,negative,1788
2011,3,MARAJO I,vivax,505
2011,3,MARAJO II,F+FG,17
2011,3,MARAJO II,F+V,20
2011,3,MARAJO II,FG,6
2011,3,MARAJO II,falciparum,166
2011,3,MARAJO II,negative,10602
2011,3,MARAJO II,vivax,2880
2011,3,METROPOLITANA I,F+V,3
2011,3,METROPOLITANA I,falciparum,1
2011,3,METROPOLITANA I,negative,2386
2011,3,METROPOLITANA I,vivax,87
2011,3,METROPOLITANA II,F+V,1
2011,3,METROPOLITANA II,FG,1
2011,3,METROPOLITANA II,negative,369
2011,3,METROPOLITANA II,vivax,31
2011,3,METROPOLITANA III,F+FG,3
2011,3,METROPOLITANA III,F+V,1
2011,3,METROPOLITANA III,V+FG,1
2011,3,METROPOLITANA III,falciparum,12
2011,3,METROPOLITANA III,negative,2170
2011,3,METROPOLITANA III,vivax,231
2011,3,RIO CAETES,falciparum,1
2011,3,RIO CAETES,negative,1494
2011,3,RIO CAETES,vivax,29
2011,3,TAPAJOS,F+FG,34
2011,3,TAPAJOS,F+M,2
2011,3,TAPAJOS,F+V,76
2011,3,TAPAJOS,FG,15
2011,3,TAPAJOS,V+FG,8
2011,3,TAPAJOS,falciparum,303
2011,3,TAPAJOS,malariae,1
2011,3,TAPAJOS,negative,3654
2011,3,TAPAJOS,non falciparum,2
2011,3,TAPAJOS,vivax,945
2011,3,TOCANTINS,F+FG,7
2011,3,TOCANTINS,F+M,1
2011,3,TOCANTINS,F+V,5
2011,3,TOCANTINS,falciparum,55
2011,3,TOCANTINS,negative,4291
2011,3,TOCANTINS,vivax,1684
2011,3,XINGU,F+FG,5
2011,3,XINGU,F+V,3
2011,3,XINGU,V+FG,2
2011,3,XINGU,falciparum,23
2011,3,XINGU,negative,5034
2011,3,XINGU,vivax,827
2011,4,ARAGUAIA,falciparum,1
2011,4,ARAGUAIA,malariae,1
2011,4,ARAGUAIA,negative,471
2011,4,ARAGUAIA,vivax,55
2011,4,BAIXO AMAZONAS,F+FG,13
2011,4,BAIXO AMAZONAS,FG,4
2011,4,BAIXO AMAZONAS,V+FG,2
2011,4,BAIXO AMAZONAS,falciparum,32
2011,4,BAIXO AMAZONAS,negative,2094
2011,4,BAIXO AMAZONAS,non falciparum,8
2011,4,BAIXO AMAZONAS,vivax,88
2011,4,CARAJAS,F+V,3
2011,4,CARAJAS,FG,2
2011,4,CARAJAS,falciparum,19
2011,4,CARAJAS,negative,908
2011,4,CARAJAS,vivax,154
2011,4,LAGO DE TUCURUI,F+FG,9
2011,4,LAGO DE TUCURUI,F+V,3
2011,4,LAGO DE TUCURUI,V+FG,1
2011,4,LAGO DE TUCURUI,falciparum,30
2011,4,LAGO DE TUCURUI,negative,2418
2011,4,LAGO DE TUCURUI,vivax,395
2011,4,MARAJO I,F+FG,2
2011,4,MARAJO I,F+V,2
2011,4,MARAJO I,falciparum,21
2011,4,MARAJO I,negative,1620
2011,4,MARAJO I,vivax,353
2011,4,MARAJO II,F+FG,26
2011,4,MARAJO II,F+V,17
2011,4,MARAJO II,FG,5
2011,4,MARAJO II,V+FG,4
2011,4,MARAJO II,falciparum,220
2011,4,MARAJO II,negative,12130
2011,4,MARAJO II,vivax,2333
2011,4,METROPOLITANA I,F+FG,1
2011,4,METROPOLITANA I,FG,1
2011,4,METROPOLITANA I,V+FG,1
2011,4,METROPOLITANA I,negative,2164
2011,4,METROPOLITANA I,vivax,82
2011,4,METROPOLITANA II,negative,348
2011,4,METROPOLITANA II,vivax,28
2011,4,METROPOLITANA III,falciparum,2
2011,4,METROPOLITANA III,negative,1581
2011,4,METROPOLITANA III,vivax,165
2011,4,RIO CAETES,negative,1315
2011,4,RIO CAETES,vivax,77
2011,4,TAPAJOS,F+FG,21
2011,4,TAPAJOS,F+M,2
2011,4,TAPAJOS,F+V,65
2011,4,TAPAJOS,FG,6
2011,4,TAPAJOS,V+FG,5
2011,4,TAPAJOS,falciparum,350
2011,4,TAPAJOS,negative,3588
2011,4,TAPAJOS,vivax,1020
2011,4,TOCANTINS,F+FG,5
2011,4,TOCANTINS,F+M,2
2011,4,TOCANTINS,F+V,4
2011,4,TOCANTINS,FG,2
2011,4,TOCANTINS,V+FG,4
2011,4,TOCANTINS,falciparum,29
2011,4,TOCANTINS,negative,3949
2011,4,TOCANTINS,vivax,2353
2011,4,XINGU,F+V,1
2011,4,XINGU,FG,2
2011,4,XINGU,falciparum,16
2011,4,XINGU,negative,3244
2011,4,XINGU,non falciparum,3
2011,4,XINGU,vivax,651
2011,5,ARAGUAIA,F+FG,1
2011,5,ARAGUAIA,F+V,4
2011,5,ARAGUAIA,falciparum,11
2011,5,ARAGUAIA,negative,820
2011,5,ARAGUAIA,vivax,119
2011,5,BAIXO AMAZONAS,F+FG,15
2011,5,BAIXO AMAZONAS,F+V,1
2011,5,BAIXO AMAZONAS,FG,1
2011,5,BAIXO AMAZONAS,V+FG,1
2011,5,BAIXO AMAZONAS,falciparum,30
2011,5,BAIXO AMAZONAS,negative,2888
2011,5,BAIXO AMAZONAS,non falciparum,2
2011,5,BAIXO AMAZONAS,vivax,148
2011,5,CARAJAS,F+FG,3
2011,5,CARAJAS,F+V,10
2011,5,CARAJAS,FG,3
2011,5,CARAJAS,V+FG,1
2011,5,CARAJAS,falciparum,25
2011,5,CARAJAS,negative,1115
2011,5,CARAJAS,vivax,258
2011,5,LAGO DE TUCURUI,F+FG,5
2011,5,LAGO DE TUCURUI,F+M,1
2011,5,LAGO DE TUCURUI,F+V,4
2011,5,LAGO DE TUCURUI,FG,2
2011,5,LAGO DE TUCURUI,V+FG,2
2011,5,LAGO DE TUCURUI,falciparum,40
2011,5,LAGO DE TUCURUI,malariae,1
2011,5,LAGO DE TUCURUI,negative,2205
2011,5,LAGO DE TUCURUI,vivax,478
2011,5,MARAJO I,F+FG,2
2011,5,MARAJO I,falciparum,35
2011,5,MARAJO I,negative,1242
2011,5,MARAJO I,vivax,367
2011,5,MARAJO II,F+FG,41
2011,5,MARAJO II,F+M,1
2011,5,MARAJO II,F+V,24
2011,5,MARAJO II,FG,2
2011,5,MARAJO II,V+FG,3
2011,5,MARAJO II,falciparum,299
2011,5,MARAJO II,negative,12960
2011,5,MARAJO II,vivax,2772
2011,5,METROPOLITANA I,F+FG,4
2011,5,METROPOLITANA I,F+V,1
2011,5,METROPOLITANA I,falciparum,5
2011,5,METROPOLITANA I,negative,2644
2011,5,METROPOLITANA I,vivax,94
2011,5,METROPOLITANA II,falciparum,2
2011,5,METROPOLITANA II,negative,244
2011,5,METROPOLITANA II,vivax,22
2011,5,METROPOLITANA III,F+FG,1
2011,5,METROPOLITANA III,falciparum,15
2011,5,METROPOLITANA III,negative,1800
2011,5,METROPOLITANA III,vivax,164
2011,5,RIO CAETES,falciparum,1
2011,5,RIO CAETES,negative,1835
2011,5,RIO CAETES,vivax,227
2011,5,TAPAJOS,F+FG,29
2011,5,TAPAJOS,F+M,1
2011,5,TAPAJOS,F+V,36
2011,5,TAPAJOS,FG,9
2011,5,TAPAJOS,V+FG,6
2011,5,TAPAJOS,falciparum,226
2011,5,TAPAJOS,negative,3581
2011,5,TAPAJOS,vivax,1068
2011,5,TOCANTINS,F+FG,7
2011,5,TOCANTINS,F+M,2
2011,5,TOCANTINS,F+V,5
2011,5,TOCANTINS,V+FG,5
2011,5,TOCANTINS,falciparum,22
2011,5,TOCANTINS,negative,5801
2011,5,TOCANTINS,vivax,4358
2011,5,XINGU,F+FG,4
2011,5,XINGU,F+V,1
2011,5,XINGU,FG,1
2011,5,XINGU,falciparum,13
2011,5,XINGU,negative,3810
2011,5,XINGU,non falciparum,35
2011,5,XINGU,vivax,731
2011,6,ARAGUAIA,F+FG,1
2011,6,ARAGUAIA,falciparum,3
2011,6,ARAGUAIA,negative,728
2011,6,ARAGUAIA,vivax,69
2011,6,BAIXO AMAZONAS,F+FG,11
2011,6,BAIXO AMAZONAS,F+V,2
2011,6,BAIXO AMAZONAS,FG,7
2011,6,BAIXO AMAZONAS,V+FG,5
2011,6,BAIXO AMAZONAS,falciparum,34
2011,6,BAIXO AMAZONAS,negative,2680
2011,6,BAIXO AMAZONAS,vivax,215
2011,6,CARAJAS,F+FG,4
2011,6,CARAJAS,F+V,3
2011,6,CARAJAS,FG,1
2011,6,CARAJAS,V+FG,3
2011,6,CARAJAS,falciparum,34
2011,6,CARAJAS,negative,919
2011,6,CARAJAS,vivax,229
2011,6,LAGO DE TUCURUI,F+FG,9
2011,6,LAGO DE TUCURUI,F+V,8
2011,6,LAGO DE TUCURUI,FG,1
2011,6,LAGO DE TUCURUI,V+FG,5
2011,6,LAGO DE TUCURUI,falciparum,89
2011,6,LAGO DE TUCURUI,negative,2120
2011,6,LAGO DE TUCURUI,vivax,687
2011,6,MARAJO I,F+V,4
2011,6,MARAJO I,V+FG,1
2011,6,MARAJO I,falciparum,45
2011,6,MARAJO I,negative,920
2011,6,MARAJO I,vivax,342
2011,6,MARAJO II,F+FG,43
2011,6,MARAJO II,F+M,1
2011,6,MARAJO II,F+V,56
2011,6,MARAJO II,FG,9
2011,6,MARAJO II,V+FG,4
2011,6,MARAJO II,falciparum,441
2011,6,MARAJO II,negative,11754
2011,6,MARAJO II,vivax,2987
2011,6,METROPOLITANA I,F+FG,2
2011,6,METROPOLITANA I,F+V,1
2011,6,METROPOLITANA I,falciparum,4
2011,6,METROPOLITANA I,negative,2690
2011,6,METROPOLITANA I,vivax,101
2011,6,METROPOLITANA II,F+V,1
2011,6,METROPOLITANA II,falciparum,2
2011,6,METROPOLITANA II,negative,201
2011,6,METROPOLITANA II,vivax,36
2011,6,METROPOLITANA III,FG,1
2011,6,METROPOLITANA III,falciparum,4
2011,6,METROPOLITANA III,negative,1804
2011,6,METROPOLITANA III,vivax,226
2011,6,RIO CAETES,negative,1061
2011,6,RIO CAETES,vivax,143
2011,6,TAPAJOS,F+FG,15
2011,6,TAPAJOS,F+M,2
2011,6,TAPAJOS,F+V,49
2011,6,TAPAJOS,FG,13
2011,6,TAPAJOS,V+FG,7
2011,6,TAPAJOS,falciparum,368
2011,6,TAPAJOS,malariae,1
2011,6,TAPAJOS,negative,4263
2011,6,TAPAJOS,non falciparum,1
2011,6,TAPAJOS,vivax,1036
2011,6,TOCANTINS,F+FG,5
2011,6,TOCANTINS,F+M,2
2011,6,TOCANTINS,F+V,6
2011,6,TOCANTINS,FG,2
2011,6,TOCANTINS,V+FG,2
2011,6,TOCANTINS,falciparum,31
2011,6,TOCANTINS,negative,7206
2011,6,TOCANTINS,vivax,6733
2011,6,XINGU,F+FG,6
2011,6,XINGU,F+M,1
2011,6,XINGU,F+V,4
2011,6,XINGU,V+FG,4
2011,6,XINGU,falciparum,44
2011,6,XINGU,negative,2905
2011,6,XINGU,non falciparum,22
2011,6,XINGU,vivax,777
2011,7,ARAGUAIA,F+FG,2
2011,7,ARAGUAIA,falciparum,2
2011,7,ARAGUAIA,negative,708
2011,7,ARAGUAIA,vivax,19
2011,7,BAIXO AMAZONAS,F+FG,12
2011,7,BAIXO AMAZONAS,F+V,3
2011,7,BAIXO AMAZONAS,FG,4
2011,7,BAIXO AMAZONAS,V+FG,3
2011,7,BAIXO AMAZONAS,falciparum,52
2011,7,BAIXO AMAZONAS,negative,3014
2011,7,BAIXO AMAZONAS,vivax,375
2011,7,CARAJAS,F+FG,6
2011,7,CARAJAS,F+M,1
2011,7,CARAJAS,F+V,13
2011,7,CARAJAS,falciparum,15
2011,7,CARAJAS,negative,707
2011,7,CARAJAS,vivax,183
2011,7,LAGO DE TUCURUI,F+FG,24
2011,7,LAGO DE TUCURUI,F+V,6
2011,7,LAGO DE TUCURUI,FG,7
2011,7,LAGO DE TUCURUI,V+FG,6
2011,7,LAGO DE TUCURUI,falciparum,125
2011,7,LAGO DE TUCURUI,negative,2596
2011,7,LAGO DE TUCURUI,non falciparum,1
2011,7,LAGO DE TUCURUI,vivax,873
2011,7,MARAJO I,F+FG,13
2011,7,MARAJO I,F+M,1
2011,7,MARAJO I,F+V,6
2011,7,MARAJO I,FG,2
2011,7,MARAJO I,falciparum,98
2011,7,MARAJO I,negative,1627
2011,7,MARAJO I,vivax,433
2011,7,MARAJO II,F+FG,77
2011,7,MARAJO II,F+M,1
2011,7,MARAJO II,F+V,65
2011,7,MARAJO II,FG,21
2011,7,MARAJO II,V+FG,8
2011,7,MARAJO II,falciparum,712
2011,7,MARAJO II,negative,13790
2011,7,MARAJO II,vivax,3703
2011,7,METROPOLITANA I,F+FG,3
2011,7,METROPOLITANA I,falciparum,8
2011,7,METROPOLITANA I,negative,1945
2011,7,METROPOLITANA I,vivax,160
2011,7,METROPOLITANA II,F+V,1
2011,7,METROPOLITANA II,negative,215
2011,7,METROPOLITANA II,vivax,52
2011,7,METROPOLITANA III,F+FG,2
2011,7,METROPOLITANA III,F+M,1
2011,7,METROPOLITANA III,F+V,1
2011,7,METROPOLITANA III,FG,1
2011,7,METROPOLITANA III,V+FG,2
2011,7,METROPOLITANA III,falciparum,15
2011,7,METROPOLITANA III,negative,1354
2011,7,METROPOLITANA III,vivax,287
2011,7,RIO CAETES,negative,966
2011,7,RIO CAETES,vivax,194
2011,7,TAPAJOS,F+FG,22
2011,7,TAPAJOS,F+M,2
2011,7,TAPAJOS,F+V,90
2011,7,TAPAJOS,FG,13
2011,7,TAPAJOS,V+FG,3
2011,7,TAPAJOS,falciparum,539
2011,7,TAPAJOS,negative,4035
2011,7,TAPAJOS,non falciparum,21
2011,7,TAPAJOS,vivax,1211
2011,7,TOCANTINS,F+FG,2
2011,7,TOCANTINS,F+M,6
2011,7,TOCANTINS,F+V,3
2011,7,TOCANTINS,V+FG,5
2011,7,TOCANTINS,falciparum,22
2011,7,TOCANTINS,negative,8626
2011,7,TOCANTINS,vivax,5284
2011,7,XINGU,F+FG,12
2011,7,XINGU,F+V,3
2011,7,XINGU,FG,4
2011,7,XINGU,V+FG,1
2011,7,XINGU,falciparum,66
2011,7,XINGU,negative,3766
2011,7,XINGU,non falciparum,29
2011,7,XINGU,vivax,1226
2011,8,ARAGUAIA,V+FG,1
2011,8,ARAGUAIA,negative,486
2011,8,ARAGUAIA,vivax,18
2011,8,BAIXO AMAZONAS,F+FG,26
2011,8,BAIXO AMAZONAS,F+M,1
2011,8,BAIXO AMAZONAS,F+V,1
2011,8,BAIXO AMAZONAS,FG,7
2011,8,BAIXO AMAZONAS,V+FG,10
2011,8,BAIXO AMAZONAS,falciparum,54
2011,8,BAIXO AMAZONAS,negative,4503
2011,8,BAIXO AMAZONAS,vivax,493
2011,8,CARAJAS,F+FG,3
2011,8,CARAJAS,falciparum,13
2011,8,CARAJAS,negative,794
2011,8,CARAJAS,vivax,182
2011,8,LAGO DE TUCURUI,F+FG,31
2011,8,LAGO DE TUCURUI,F+V,7
2011,8,LAGO DE TUCURUI,FG,3
2011,8,LAGO DE TUCURUI,V+FG,8
2011,8,LAGO DE TUCURUI,falciparum,132
2011,8,LAGO DE TUCURUI,negative,2665
2011,8,LAGO DE TUCURUI,vivax,1081
2011,8,MARAJO I,F+FG,6
2011,8,MARAJO I,F+V,3
2011,8,MARAJO I,FG,1
2011,8,MARAJO I,falciparum,41
2011,8,MARAJO I,negative,969
2011,8,MARAJO I,vivax,376
2011,8,MARAJO II,F+FG,72
2011,8,MARAJO II,F+V,74
2011,8,MARAJO II,FG,17
2011,8,MARAJO II,V+FG,7
2011,8,MARAJO II,falciparum,640
2011,8,MARAJO II,negative,10643
2011,8,MARAJO II,vivax,3021
2011,8,METROPOLITANA I,F+FG,4
2011,8,METROPOLITANA I,F+V,4
2011,8,METROPOLITANA I,falciparum,5
2011,8,METROPOLITANA I,negative,2625
2011,8,METROPOLITANA I,vivax,149
2011,8,METROPOLITANA II,F+V,1
2011,8,METROPOLITANA II,V+FG,1
2011,8,METROPOLITANA II,falciparum,1
2011,8,METROPOLITANA II,negative,234
2011,8,METROPOLITANA II,vivax,50
2011,8,METROPOLITANA III,F+FG,3
2011,8,METROPOLITANA III,FG,1
2011,8,METROPOLITANA III,V+FG,1
2011,8,METROPOLITANA III,falciparum,16
2011,8,METROPOLITANA III,negative,1505
2011,8,METROPOLITANA III,vivax,305
2011,8,RIO CAETES,F+FG,1
2011,8,RIO CAETES,falciparum,1
2011,8,RIO CAETES,negative,1292
2011,8,RIO CAETES,vivax,209
2011,8,TAPAJOS,F+FG,40
2011,8,TAPAJOS,F+M,7
2011,8,TAPAJOS,F+V,111
2011,8,TAPAJOS,FG,14
2011,8,TAPAJOS,V+FG,8
2011,8,TAPAJOS,falciparum,572
2011,8,TAPAJOS,negative,5214
2011,8,TAPAJOS,vivax,1401
2011,8,TOCANTINS,F+FG,6
2011,8,TOCANTINS,F+M,2
2011,8,TOCANTINS,F+V,3
2011,8,TOCANTINS,V+FG,3
2011,8,TOCANTINS,falciparum,38
2011,8,TOCANTINS,malariae,1
2011,8,TOCANTINS,negative,7028
2011,8,TOCANTINS,vivax,4086
2011,8,XINGU,F+FG,13
2011,8,XINGU,F+V,4
2011,8,XINGU,FG,4
2011,8,XINGU,V+FG,1
2011,8,XINGU,falciparum,71
2011,8,XINGU,negative,4236
2011,8,XINGU,non falciparum,47
2011,8,XINGU,vivax,1252
2011,9,ARAGUAIA,negative,406
2011,9,ARAGUAIA,vivax,10
2011,9,BAIXO AMAZONAS,F+FG,21
2011,9,BAIXO AMAZONAS,F+M,1
2011,9,BAIXO AMAZONAS,F+V,4
2011,9,BAIXO AMAZONAS,FG,7
2011,9,BAIXO AMAZONAS,V+FG,2
2011,9,BAIXO AMAZONAS,falciparum,57
2011,9,BAIXO AMAZONAS,negative,3679
2011,9,BAIXO AMAZONAS,vivax,483
2011,9,CARAJAS,F+FG,1
2011,9,CARAJAS,F+V,2
2011,9,CARAJAS,falciparum,13
2011,9,CARAJAS,negative,581
2011,9,CARAJAS,vivax,132
2011,9,LAGO DE TUCURUI,F+FG,20
2011,9,LAGO DE TUCURUI,F+V,9
2011,9,LAGO DE TUCURUI,FG,3
2011,9,LAGO DE TUCURUI,V+FG,4
2011,9,LAGO DE TUCURUI,falciparum,157
2011,9,LAGO DE TUCURUI,negative,2347
2011,9,LAGO DE TUCURUI,vivax,774
2011,9,MARAJO I,F+FG,5
2011,9,MARAJO I,F+M,1
2011,9,MARAJO I,F+V,3
2011,9,MARAJO I,FG,2
2011,9,MARAJO I,falciparum,41
2011,9,MARAJO I,negative,929
2011,9,MARAJO I,vivax,316
2011,9,MARAJO II,F+FG,53
2011,9,MARAJO II,F+M,1
2011,9,MARAJO II,F+V,44
2011,9,MARAJO II,FG,7
2011,9,MARAJO II,V+FG,5
2011,9,MARAJO II,falciparum,517
2011,9,MARAJO II,negative,9090
2011,9,MARAJO II,vivax,2745
2011,9,METROPOLITANA I,F+FG,3
2011,9,METROPOLITANA I,F+V,2
2011,9,METROPOLITANA I,falciparum,4
2011,9,METROPOLITANA I,negative,2609
2011,9,METROPOLITANA I,vivax,77
2011,9,METROPOLITANA II,negative,308
2011,9,METROPOLITANA II,vivax,60
2011,9,METROPOLITANA III,F+FG,2
2011,9,METROPOLITANA III,F+V,3
2011,9,METROPOLITANA III,V+FG,1
2011,9,METROPOLITANA III,falciparum,18
2011,9,METROPOLITANA III,negative,1536
2011,9,METROPOLITANA III,vivax,388
2011,9,RIO CAETES,negative,923
2011,9,RIO CAETES,vivax,105
2011,9,TAPAJOS,F+FG,36
2011,9,TAPAJOS,F+M,6
2011,9,TAPAJOS,F+V,141
2011,9,TAPAJOS,FG,11
2011,9,TAPAJOS,V+FG,10
2011,9,TAPAJOS,falciparum,625
2011,9,TAPAJOS,malariae,1
2011,9,TAPAJOS,negative,4198
2011,9,TAPAJOS,vivax,1441
2011,9,TOCANTINS,F+M,6
2011,9,TOCANTINS,F+V,2
2011,9,TOCANTINS,falciparum,13
2011,9,TOCANTINS,negative,5540
2011,9,TOCANTINS,vivax,2920
2011,9,XINGU,F+FG,27
2011,9,XINGU,F+V,4
2011,9,XINGU,FG,3
2011,9,XINGU,falciparum,55
2011,9,XINGU,negative,4242
2011,9,XINGU,non falciparum,51
2011,9,XINGU,vivax,1178
2011,10,ARAGUAIA,negative,287
2011,10,ARAGUAIA,vivax,3
2011,10,BAIXO AMAZONAS,F+FG,11
2011,10,BAIXO AMAZONAS,F+V,4
2011,10,BAIXO AMAZONAS,FG,5
2011,10,BAIXO AMAZONAS,V+FG,1
2011,10,BAIXO AMAZONAS,falciparum,29
2011,10,BAIXO AMAZONAS,malariae,1
2011,10,BAIXO AMAZONAS,negative,3456
2011,10,BAIXO AMAZONAS,vivax,373
2011,10,CARAJAS,F+FG,1
2011,10,CARAJAS,F+V,6
2011,10,CARAJAS,falciparum,11
2011,10,CARAJAS,negative,531
2011,10,CARAJAS,vivax,134
2011,10,LAGO DE TUCURUI,F+FG,17
2011,10,LAGO DE TUCURUI,F+M,1
2011,10,LAGO DE TUCURUI,F+V,5
2011,10,LAGO DE TUCURUI,FG,6
2011,10,LAGO DE TUCURUI,V+FG,6
2011,10,LAGO DE TUCURUI,falciparum,162
2011,10,LAGO DE TUCURUI,negative,2316
2011,10,LAGO DE TUCURUI,vivax,739
2011,10,MARAJO I,F+FG,2
2011,10,MARAJO I,F+V,2
2011,10,MARAJO I,falciparum,18
2011,10,MARAJO I,negative,771
2011,10,MARAJO I,vivax,341
2011,10,MARAJO II,F+FG,50
2011,10,MARAJO II,F+M,2
2011,10,MARAJO II,F+V,44
2011,10,MARAJO II,FG,13
2011,10,MARAJO II,V+FG,2
2011,10,MARAJO II,falciparum,462
2011,10,MARAJO II,negative,7615
2011,10,MARAJO II,vivax,2392
2011,10,METROPOLITANA I,F+FG,1
2011,10,METROPOLITANA I,F+V,1
2011,10,METROPOLITANA I,falciparum,5
2011,10,METROPOLITANA I,negative,2151
2011,10,METROPOLITANA I,vivax,65
2011,10,METROPOLITANA II,falciparum,1
2011,10,METROPOLITANA II,negative,190
2011,10,METROPOLITANA II,vivax,65
2011,10,METROPOLITANA III,F+FG,1
2011,10,METROPOLITANA III,F+M,3
2011,10,METROPOLITANA III,F+V,3
2011,10,METROPOLITANA III,V+FG,1
2011,10,METROPOLITANA III,falciparum,38
2011,10,METROPOLITANA III,negative,1291
2011,10,METROPOLITANA III,vivax,326
2011,10,RIO CAETES,falciparum,1
2011,10,RIO CAETES,negative,753
2011,10,RIO CAETES,vivax,65
2011,10,TAPAJOS,F+FG,16
2011,10,TAPAJOS,F+M,4
2011,10,TAPAJOS,F+V,96
2011,10,TAPAJOS,FG,10
2011,10,TAPAJOS,V+FG,8
2011,10,TAPAJOS,falciparum,578
2011,10,TAPAJOS,malariae,5
2011,10,TAPAJOS,negative,4243
2011,10,TAPAJOS,vivax,1745
2011,10,TOCANTINS,F+FG,1
2011,10,TOCANTINS,F+M,3
2011,10,TOCANTINS,F+V,5
2011,10,TOCANTINS,FG,1
2011,10,TOCANTINS,V+FG,1
2011,10,TOCANTINS,falciparum,31
2011,10,TOCANTINS,negative,3871
2011,10,TOCANTINS,vivax,2147
2011,10,XINGU,F+FG,26
2011,10,XINGU,F+V,1
2011,10,XINGU,FG,2
2011,10,XINGU,V+FG,5
2011,10,XINGU,falciparum,32
2011,10,XINGU,negative,5175
2011,10,XINGU,non falciparum,33
2011,10,XINGU,vivax,1199
2011,11,ARAGUAIA,falciparum,1
2011,11,ARAGUAIA,negative,342
2011,11,ARAGUAIA,vivax,4
2011,11,BAIXO AMAZONAS,F+FG,18
2011,11,BAIXO AMAZONAS,F+M,2
2011,11,BAIXO AMAZONAS,F+V,4
2011,11,BAIXO AMAZONAS,FG,1
2011,11,BAIXO AMAZONAS,V+FG,2
2011,11,BAIXO AMAZONAS,falciparum,136
2011,11,BAIXO AMAZONAS,negative,3220
2011,11,BAIXO AMAZONAS,vivax,347
2011,11,CARAJAS,F+FG,3
2011,11,CARAJAS,F+V,6
2011,11,CARAJAS,falciparum,12
2011,11,CARAJAS,negative,708
2011,11,CARAJAS,vivax,118
2011,11,LAGO DE TUCURUI,F+FG,14
2011,11,LAGO DE TUCURUI,F+V,6
2011,11,LAGO DE TUCURUI,FG,2
2011,11,LAGO DE TUCURUI,V+FG,4
2011,11,LAGO DE TUCURUI,falciparum,142
2011,11,LAGO DE TUCURUI,negative,2361
2011,11,LAGO DE TUCURUI,vivax,690
2011,11,MARAJO I,F+FG,3
2011,11,MARAJO I,F+V,3
2011,11,MARAJO I,falciparum,33
2011,11,MARAJO I,negative,733
2011,11,MARAJO I,vivax,276
2011,11,MARAJO II,F+FG,63
2011,11,MARAJO II,F+M,1
2011,11,MARAJO II,F+V,38
2011,11,MARAJO II,FG,7
2011,11,MARAJO II,V+FG,5
2011,11,MARAJO II,falciparum,459
2011,11,MARAJO II,negative,8037
2011,11,MARAJO II,vivax,2196
2011,11,METROPOLITANA I,F+FG,2
2011,11,METROPOLITANA I,F+V,1
2011,11,METROPOLITANA I,FG,1
2011,11,METROPOLITANA I,falciparum,1
2011,11,METROPOLITANA I,negative,2338
2011,11,METROPOLITANA I,vivax,81
2011,11,METROPOLITANA II,F+FG,1
2011,11,METROPOLITANA II,falciparum,1
2011,11,METROPOLITANA II,negative,282
2011,11,METROPOLITANA II,vivax,81
2011,11,METROPOLITANA III,F+FG,2
2011,11,METROPOLITANA III,falciparum,20
2011,11,METROPOLITANA III,negative,1369
2011,11,METROPOLITANA III,vivax,339
2011,11,RIO CAETES,F+V,1
2011,11,RIO CAETES,negative,734
2011,11,RIO CAETES,vivax,41
2011,11,TAPAJOS,F+FG,38
2011,11,TAPAJOS,F+M,2
2011,11,TAPAJOS,F+V,129
2011,11,TAPAJOS,FG,8
2011,11,TAPAJOS,V+FG,10
2011,11,TAPAJOS,falciparum,593
2011,11,TAPAJOS,malariae,2
2011,11,TAPAJOS,negative,4074
2011,11,TAPAJOS,vivax,1611
2011,11,TOCANTINS,F+FG,2
2011,11,TOCANTINS,F+M,1
2011,11,TOCANTINS,F+V,14
2011,11,TOCANTINS,FG,1
2011,11,TOCANTINS,V+FG,2
2011,11,TOCANTINS,falciparum,113
2011,11,TOCANTINS,negative,3935
2011,11,TOCANTINS,vivax,1990
